timestamp,est_x,est_y,est_theta,gt_x,gt_y,gt_theta,error_m,update_time_ms,kidnapped
0.020000,-0.222786,1.987736,-0.244706,-0.550000,-0.458800,0.000000,2.468321,2.718600,0
0.040000,-0.131560,1.969300,-0.278271,-0.550000,-0.458800,0.000000,2.463891,1.711600,0
0.060000,0.098402,1.930601,-0.528787,-0.550000,-0.458800,0.000000,2.475815,1.536700,0
0.080000,0.189372,1.736649,-0.607210,-0.550000,-0.458800,0.000000,2.316607,1.583800,0
0.100000,0.221882,1.662472,-0.649280,-0.550000,-0.458800,0.000000,2.257343,1.684700,0
0.120000,0.367978,1.504862,-1.095930,-0.550000,-0.458800,0.000000,2.167638,1.690700,0
0.140000,0.589293,0.891471,-1.304840,-0.550000,-0.458800,0.000000,1.766698,2.005000,0
0.160000,0.594548,0.543887,-1.376577,-0.550000,-0.458800,0.000000,1.521635,2.860100,0
0.180000,0.615075,0.485540,-1.508519,-0.550000,-0.458800,0.000000,1.499725,2.542900,0
0.200000,0.622453,0.461572,-1.585028,-0.550000,-0.458800,0.000000,1.490547,2.575900,0
0.220000,0.620692,0.453680,-1.586997,-0.550000,-0.458800,0.000000,1.484298,2.517900,0
0.240000,0.620061,0.467305,-1.597372,-0.550000,-0.458800,0.000000,1.492217,2.580700,0
0.260000,0.617217,0.457197,-1.584152,-0.550000,-0.458800,0.000000,1.483727,2.681100,0
0.280000,0.619609,0.454839,-1.586293,-0.550000,-0.458800,0.000000,1.484157,4.444800,0
0.300000,0.624860,0.447474,-1.599060,-0.550000,-0.458800,0.000000,1.483788,2.563600,0
0.320000,0.622105,0.465577,-1.580772,-0.550000,-0.458800,0.000000,1.492750,2.730600,0
0.340000,0.628817,0.454928,-1.576993,-0.550000,-0.458800,0.000000,1.491478,2.562400,0
0.360000,0.619767,0.459593,-1.604907,-0.550000,-0.458800,0.000000,1.487212,2.643700,0
0.380000,0.620898,0.470617,-1.583339,-0.550000,-0.458800,0.000000,1.494931,4.161000,0
0.400000,0.621753,0.456151,-1.581931,-0.550000,-0.458800,0.000000,1.486654,5.257200,0
0.420000,0.622290,0.462708,-1.590129,-0.550000,-0.458800,0.000000,1.491121,5.064300,0
0.440000,0.620892,0.468418,-1.582332,-0.550000,-0.458800,0.000000,1.493560,5.299500,0
0.460000,0.619134,0.454872,-1.587599,-0.550000,-0.458800,0.000000,1.483803,3.188300,0
0.480000,0.623180,0.474513,-1.583433,-0.550000,-0.458800,0.000000,1.499141,2.667100,0
0.500000,0.618203,0.463658,-1.567547,-0.550000,-0.458800,0.000000,1.488499,2.770000,0
0.520000,0.619509,0.461628,-1.593799,-0.550000,-0.458800,0.000000,1.488268,2.639700,0
0.540000,0.624204,0.468028,-1.592555,-0.550000,-0.458800,0.000000,1.495916,3.594100,0
0.560000,0.617793,0.466070,-1.577294,-0.550000,-0.458800,0.000000,1.489672,2.762200,0
0.580000,0.611029,0.467376,-1.584042,-0.550000,-0.458800,0.000000,1.485190,2.821800,0
0.600000,0.619738,0.460645,-1.578639,-0.550000,-0.458800,0.000000,1.487840,2.725600,0
0.620000,0.627537,0.461819,-1.591687,-0.550000,-0.458800,0.000000,1.494702,2.784600,0
0.640000,0.624785,0.470044,-1.585131,-0.550000,-0.458800,0.000000,1.497622,3.075400,0
0.660000,0.620670,0.455464,-1.588676,-0.550000,-0.458800,0.000000,1.485377,2.761100,0
0.680000,0.623123,0.469208,-1.590714,-0.550000,-0.458800,0.000000,1.495800,2.804300,0
0.700000,0.622797,0.468282,-1.581512,-0.550000,-0.458800,0.000000,1.494969,2.676500,0
0.720000,0.618024,0.455775,-1.588771,-0.550000,-0.458800,0.000000,1.483485,2.941600,0
0.740000,0.625063,0.457711,-1.595068,-0.550000,-0.458800,0.000000,1.490223,2.641600,0
0.760000,0.622008,0.459377,-1.604589,-0.550000,-0.458800,0.000000,1.488843,4.328300,0
0.780000,0.621711,0.464708,-1.583029,-0.550000,-0.458800,0.000000,1.491903,4.369500,0
0.800000,0.625586,0.452716,-1.584874,-0.550000,-0.458800,0.000000,1.487570,4.347700,0
0.820000,0.621149,0.465866,-1.577861,-0.550000,-0.458800,0.000000,1.492179,4.356600,0
0.840000,0.621946,0.453571,-1.582680,-0.550000,-0.458800,0.000000,1.485219,3.131300,0
0.860000,0.622863,0.451825,-1.582193,-0.550000,-0.458800,0.000000,1.484872,2.397700,0
0.880000,0.622212,0.457536,-1.609468,-0.550000,-0.458800,0.000000,1.487869,2.364300,0
0.900000,0.623678,0.465204,-1.586416,-0.550000,-0.458800,0.000000,1.493755,2.460200,0
0.920000,0.618412,0.459057,-1.586884,-0.550000,-0.458800,0.000000,1.485815,2.313800,0
0.940000,0.620146,0.467104,-1.562362,-0.550000,-0.458800,0.000000,1.492159,2.544900,0
0.960000,0.626834,0.469830,-1.584858,-0.550000,-0.458800,0.000000,1.499097,2.983700,0
0.980000,0.620501,0.456465,-1.589845,-0.550000,-0.458800,0.000000,1.485861,2.554900,0
1.000000,0.612390,0.465208,-1.560067,-0.550000,-0.458800,0.000000,1.484905,2.563500,0
1.020000,0.617017,0.448866,-1.607555,-0.550000,-0.458800,0.000000,1.478441,2.666200,0
1.040000,0.621166,0.457948,-1.600065,-0.550000,-0.458800,0.000000,1.487299,2.619300,0
1.060000,0.625452,0.462458,-1.591103,-0.550000,-0.458800,0.000000,1.493454,2.753600,0
